group_id,female,manager,population,district_id,state_name
657,f,t,5896,2,Mississippi
658,f,t,9691,3,Mississippi
659,f,t,6980,4,Mississippi
1091,t,f,101986,1,Mississippi
1092,t,f,98068,2,Mississippi
1093,t,f,101658,3,Mississippi
1094,t,f,96074,4,Mississippi
1526,t,t,4729,1,Mississippi
1527,t,t,4740,2,Mississippi
1528,t,t,4682,3,Mississippi
1529,t,t,5228,4,Mississippi
225,f,f,124111,1,Missouri
226,f,f,164868,2,Missouri
227,f,f,156332,3,Missouri
228,f,f,127019,4,Missouri
229,f,f,148957,5,Missouri
230,f,f,149243,6,Missouri
231,f,f,139467,7,Missouri
232,f,f,118606,8,Missouri
660,f,t,7984,1,Missouri
661,f,t,13747,2,Missouri
662,f,t,8222,3,Missouri
663,f,t,8013,4,Missouri
664,f,t,8617,5,Missouri
665,f,t,7870,6,Missouri
666,f,t,9391,7,Missouri
667,f,t,5886,8,Missouri
1095,t,f,127508,1,Missouri
1096,t,f,122260,2,Missouri
1097,t,f,115695,3,Missouri
1098,t,f,98835,4,Missouri
1099,t,f,120879,5,Missouri
1100,t,f,117578,6,Missouri
1101,t,f,108464,7,Missouri
1102,t,f,97087,8,Missouri
1530,t,t,6352,1,Missouri
1531,t,t,9828,2,Missouri
1532,t,t,7004,3,Missouri
1533,t,t,6379,4,Missouri
1534,t,t,8119,5,Missouri
1535,t,t,7368,6,Missouri
1536,t,t,6124,7,Missouri
1537,t,t,4633,8,Missouri
233,f,f,191620,0,Montana
668,f,t,15622,0,Montana
1103,t,f,141571,0,Montana
1538,t,t,11176,0,Montana
234,f,f,136202,1,Nebraska
235,f,f,140807,2,Nebraska
236,f,f,132144,3,Nebraska
669,f,t,9378,1,Nebraska
670,f,t,9880,2,Nebraska
671,f,t,5912,3,Nebraska
1104,t,f,97177,1,Nebraska
1105,t,f,106354,2,Nebraska
1106,t,f,87827,3,Nebraska
1539,t,t,5620,1,Nebraska
1540,t,t,7577,2,Nebraska
1541,t,t,4500,3,Nebraska
237,f,f,125765,1,Nevada
238,f,f,128664,2,Nevada
239,f,f,147681,3,Nevada
240,f,f,118930,4,Nevada
672,f,t,5663,1,Nevada
673,f,t,8573,2,Nevada
674,f,t,11775,3,Nevada
675,f,t,7215,4,Nevada
1107,t,f,85549,1,Nevada
1108,t,f,93681,2,Nevada
1109,t,f,116840,3,Nevada
1110,t,f,92807,4,Nevada
1542,t,t,4440,1,Nevada
1543,t,t,5790,2,Nevada
1544,t,t,7218,3,Nevada
1545,t,t,4628,4,Nevada
241,f,f,139584,1,NewHampshire
242,f,f,138200,2,NewHampshire
676,f,t,10921,1,NewHampshire
677,f,t,11846,2,NewHampshire
1111,t,f,104645,1,NewHampshire
1112,t,f,102179,2,NewHampshire
1546,t,t,8546,1,NewHampshire
1547,t,t,7226,2,NewHampshire
243,f,f,139259,1,NewJersey
244,f,f,126572,2,NewJersey
245,f,f,132767,3,NewJersey
246,f,f,138180,4,NewJersey
247,f,f,159036,5,NewJersey
248,f,f,153863,6,NewJersey
249,f,f,161136,7,NewJersey
250,f,f,177861,8,NewJersey
251,f,f,151484,9,NewJersey
252,f,f,131649,10,NewJersey
253,f,f,155640,11,NewJersey
254,f,f,147893,12,NewJersey
678,f,t,10755,1,NewJersey
679,f,t,10292,2,NewJersey
680,f,t,8887,3,NewJersey
681,f,t,12530,4,NewJersey
682,f,t,14636,5,NewJersey
683,f,t,11714,6,NewJersey
684,f,t,15320,7,NewJersey
685,f,t,9692,8,NewJersey
686,f,t,13274,9,NewJersey
687,f,t,6257,10,NewJersey
688,f,t,17882,11,NewJersey
689,f,t,13928,12,NewJersey
1113,t,f,112248,1,NewJersey
1114,t,f,94629,2,NewJersey
1115,t,f,101660,3,NewJersey
1116,t,f,92190,4,NewJersey
1117,t,f,109238,5,NewJersey
1118,t,f,108237,6,NewJersey
1119,t,f,110522,7,NewJersey
1120,t,f,119947,8,NewJersey
1121,t,f,111847,9,NewJersey
1122,t,f,111735,10,NewJersey
1123,t,f,117619,11,NewJersey
1124,t,f,106819,12,NewJersey
1548,t,t,8607,1,NewJersey
1549,t,t,5993,2,NewJersey
1550,t,t,5946,3,NewJersey
1551,t,t,7295,4,NewJersey
1552,t,t,10798,5,NewJersey
1553,t,t,6810,6,NewJersey
1554,t,t,10674,7,NewJersey
1555,t,t,6444,8,NewJersey
1556,t,t,8052,9,NewJersey
1557,t,t,5340,10,NewJersey
1558,t,t,9585,11,NewJersey
1559,t,t,8476,12,NewJersey
255,f,f,121575,1,NewMexico
256,f,f,111703,2,NewMexico
257,f,f,112702,3,NewMexico
690,f,t,9534,1,NewMexico
691,f,t,5748,2,NewMexico
692,f,t,8247,3,NewMexico
1125,t,f,96326,1,NewMexico
1126,t,f,73457,2,NewMexico
1127,t,f,88278,3,NewMexico
1560,t,t,7166,1,NewMexico
1561,t,t,3162,2,NewMexico
1562,t,t,6310,3,NewMexico
258,f,f,145225,1,NewYork
259,f,f,147500,2,NewYork
260,f,f,147860,3,NewYork
261,f,f,147355,4,NewYork
262,f,f,141811,5,NewYork
263,f,f,147437,6,NewYork
264,f,f,143685,7,NewYork
265,f,f,122319,8,NewYork
266,f,f,128355,9,NewYork
267,f,f,155522,10,NewYork
268,f,f,134103,11,NewYork
269,f,f,184959,12,NewYork
270,f,f,132038,13,NewYork
271,f,f,154616,14,NewYork
272,f,f,104191,15,NewYork
273,f,f,132152,16,NewYork
274,f,f,139785,17,NewYork
275,f,f,135328,18,NewYork
276,f,f,124352,19,NewYork
277,f,f,139239,20,NewYork
278,f,f,115902,21,NewYork
279,f,f,120854,22,NewYork
280,f,f,118070,23,NewYork
281,f,f,122900,24,NewYork
282,f,f,129614,25,NewYork
283,f,f,120174,26,NewYork
284,f,f,143700,27,NewYork
693,f,t,13203,1,NewYork
694,f,t,10800,2,NewYork
695,f,t,15110,3,NewYork
696,f,t,12129,4,NewYork
697,f,t,7768,5,NewYork
698,f,t,8695,6,NewYork
699,f,t,8921,7,NewYork
700,f,t,7673,8,NewYork
701,f,t,10316,9,NewYork
702,f,t,15102,10,NewYork
703,f,t,9568,11,NewYork
704,f,t,17594,12,NewYork
705,f,t,8605,13,NewYork
706,f,t,10294,14,NewYork
707,f,t,4892,15,NewYork
708,f,t,9575,16,NewYork
709,f,t,11309,17,NewYork
710,f,t,9413,18,NewYork
711,f,t,8073,19,NewYork
712,f,t,11582,20,NewYork
713,f,t,6653,21,NewYork
714,f,t,6954,22,NewYork
715,f,t,7317,23,NewYork
716,f,t,9228,24,NewYork
717,f,t,9900,25,NewYork
718,f,t,9568,26,NewYork
719,f,t,11426,27,NewYork
1128,t,f,100042,1,NewYork
1129,t,f,114061,2,NewYork
1130,t,f,100031,3,NewYork
1131,t,f,113260,4,NewYork
1132,t,f,129642,5,NewYork
1133,t,f,113953,6,NewYork
1134,t,f,99947,7,NewYork
1135,t,f,131936,8,NewYork
1136,t,f,129862,9,NewYork
1137,t,f,120297,10,NewYork
1138,t,f,103500,11,NewYork
1139,t,f,163349,12,NewYork
1140,t,f,114209,13,NewYork
1141,t,f,100107,14,NewYork
1142,t,f,91948,15,NewYork
1143,t,f,113741,16,NewYork
1144,t,f,105621,17,NewYork
1145,t,f,98541,18,NewYork
1146,t,f,92599,19,NewYork
1147,t,f,115519,20,NewYork
1148,t,f,91431,21,NewYork
1149,t,f,90701,22,NewYork
1150,t,f,89790,23,NewYork
1151,t,f,102278,24,NewYork
1152,t,f,100450,25,NewYork
1153,t,f,99515,26,NewYork
1154,t,f,103879,27,NewYork
1563,t,t,5400,1,NewYork
1564,t,t,6238,2,NewYork
1565,t,t,7211,3,NewYork
1566,t,t,7642,4,NewYork
1567,t,t,6457,5,NewYork
1568,t,t,7713,6,NewYork
1569,t,t,6542,7,NewYork
1570,t,t,6893,8,NewYork
1571,t,t,8153,9,NewYork
1572,t,t,8878,10,NewYork
1573,t,t,6176,11,NewYork
1574,t,t,15371,12,NewYork
1575,t,t,7788,13,NewYork
1576,t,t,5523,14,NewYork
1577,t,t,3297,15,NewYork
1578,t,t,6937,16,NewYork
1579,t,t,8168,17,NewYork
1580,t,t,7549,18,NewYork
1581,t,t,6204,19,NewYork
1582,t,t,8181,20,NewYork
1583,t,t,5932,21,NewYork
1584,t,t,5467,22,NewYork
1585,t,t,7247,23,NewYork
1586,t,t,6237,24,NewYork
1587,t,t,6436,25,NewYork
1588,t,t,5403,26,NewYork
1589,t,t,7599,27,NewYork
285,f,f,108480,1,NorthCarolina
286,f,f,142111,2,NorthCarolina
287,f,f,115552,3,NorthCarolina
288,f,f,156193,4,NorthCarolina
289,f,f,140682,5,NorthCarolina
290,f,f,136897,6,NorthCarolina
291,f,f,128786,7,NorthCarolina
292,f,f,130400,8,NorthCarolina
293,f,f,177798,9,NorthCarolina
294,f,f,131658,10,NorthCarolina
295,f,f,120946,11,NorthCarolina
296,f,f,145987,12,NorthCarolina
297,f,f,161302,13,NorthCarolina
720,f,t,6669,1,NorthCarolina
721,f,t,10504,2,NorthCarolina
722,f,t,9555,3,NorthCarolina
723,f,t,10786,4,NorthCarolina
724,f,t,9238,5,NorthCarolina
725,f,t,9753,6,NorthCarolina
726,f,t,8557,7,NorthCarolina
727,f,t,9506,8,NorthCarolina
728,f,t,18488,9,NorthCarolina
729,f,t,7371,10,NorthCarolina
730,f,t,7958,11,NorthCarolina
731,f,t,8827,12,NorthCarolina
732,f,t,15293,13,NorthCarolina
1155,t,f,102899,1,NorthCarolina
1156,t,f,103854,2,NorthCarolina
1157,t,f,89454,3,NorthCarolina
1158,t,f,127336,4,NorthCarolina
1159,t,f,99992,5,NorthCarolina
1160,t,f,110626,6,NorthCarolina
1161,t,f,101907,7,NorthCarolina
1162,t,f,100453,8,NorthCarolina
1163,t,f,129282,9,NorthCarolina
1164,t,f,98406,10,NorthCarolina
1165,t,f,91712,11,NorthCarolina
1166,t,f,117260,12,NorthCarolina
1167,t,f,119244,13,NorthCarolina
1590,t,t,7226,1,NorthCarolina
1591,t,t,6475,2,NorthCarolina
1592,t,t,6189,3,NorthCarolina
1593,t,t,10561,4,NorthCarolina
1594,t,t,6340,5,NorthCarolina
1595,t,t,8615,6,NorthCarolina
1596,t,t,6523,7,NorthCarolina
1597,t,t,5285,8,NorthCarolina
1598,t,t,10538,9,NorthCarolina
1599,t,t,5715,10,NorthCarolina
1600,t,t,5483,11,NorthCarolina
1601,t,t,7694,12,NorthCarolina
1602,t,t,7823,13,NorthCarolina
298,f,f,166804,0,NorthDakota
733,f,t,10292,0,NorthDakota
1168,t,f,111513,0,NorthDakota
1603,t,t,6721,0,NorthDakota
299,f,f,134525,1,Ohio
300,f,f,142755,2,Ohio
301,f,f,137091,3,Ohio
302,f,f,135769,4,Ohio
303,f,f,143751,5,Ohio
304,f,f,118902,6,Ohio
305,f,f,142561,7,Ohio
306,f,f,136557,8,Ohio
307,f,f,117551,9,Ohio
308,f,f,127055,10,Ohio
309,f,f,101131,11,Ohio
310,f,f,157984,12,Ohio
311,f,f,122860,13,Ohio
312,f,f,148136,14,Ohio
313,f,f,145136,15,Ohio
314,f,f,145874,16,Ohio
734,f,t,10806,1,Ohio
735,f,t,9266,2,Ohio
736,f,t,9801,3,Ohio
737,f,t,9512,4,Ohio
738,f,t,8006,5,Ohio
739,f,t,5964,6,Ohio
740,f,t,7110,7,Ohio
741,f,t,9245,8,Ohio
742,f,t,6876,9,Ohio
743,f,t,9380,10,Ohio
744,f,t,6918,11,Ohio
745,f,t,14423,12,Ohio
746,f,t,6561,13,Ohio
747,f,t,12316,14,Ohio
748,f,t,10933,15,Ohio
749,f,t,11993,16,Ohio
1169,t,f,105908,1,Ohio
1170,t,f,105112,2,Ohio
1171,t,f,120937,3,Ohio
1172,t,f,95786,4,Ohio
1173,t,f,101346,5,Ohio
1174,t,f,80599,6,Ohio
1175,t,f,97895,7,Ohio
1176,t,f,100229,8,Ohio
1177,t,f,99475,9,Ohio
1178,t,f,97962,10,Ohio
1179,t,f,96969,11,Ohio
1180,t,f,119031,12,Ohio
1181,t,f,93612,13,Ohio
1182,t,f,105445,14,Ohio
1183,t,f,107878,15,Ohio
1184,t,f,99706,16,Ohio
1604,t,t,6333,1,Ohio
1605,t,t,6814,2,Ohio
1606,t,t,7553,3,Ohio
1607,t,t,4716,4,Ohio
1608,t,t,7307,5,Ohio
1609,t,t,4206,6,Ohio
1610,t,t,5370,7,Ohio
1611,t,t,6357,8,Ohio
1612,t,t,5753,9,Ohio
1613,t,t,6105,10,Ohio
1614,t,t,5474,11,Ohio
1615,t,t,9226,12,Ohio
1616,t,t,4735,13,Ohio
1617,t,t,7092,14,Ohio
1618,t,t,6796,15,Ohio
1619,t,t,6996,16,Ohio
315,f,f,165788,1,Oklahoma
316,f,f,120158,2,Oklahoma
317,f,f,148926,3,Oklahoma
318,f,f,152119,4,Oklahoma
319,f,f,154352,5,Oklahoma
750,f,t,12225,1,Oklahoma
751,f,t,7331,2,Oklahoma
752,f,t,10421,3,Oklahoma
753,f,t,12743,4,Oklahoma
754,f,t,11924,5,Oklahoma
1185,t,f,120225,1,Oklahoma
1186,t,f,94133,2,Oklahoma
1187,t,f,98368,3,Oklahoma
1188,t,f,112295,4,Oklahoma
1189,t,f,114744,5,Oklahoma
1620,t,t,6763,1,Oklahoma
1621,t,t,5217,2,Oklahoma
1622,t,t,5131,3,Oklahoma
1623,t,t,8055,4,Oklahoma
1624,t,t,5749,5,Oklahoma
320,f,f,164632,1,Oregon
321,f,f,125533,2,Oregon
322,f,f,156914,3,Oregon
323,f,f,116874,4,Oregon
324,f,f,143414,5,Oregon
755,f,t,14953,1,Oregon
756,f,t,8931,2,Oregon
757,f,t,11319,3,Oregon
758,f,t,8068,4,Oregon
759,f,t,10349,5,Oregon
1190,t,f,107840,1,Oregon
1191,t,f,92379,2,Oregon
1192,t,f,120041,3,Oregon
1193,t,f,85668,4,Oregon
1194,t,f,102978,5,Oregon
1625,t,t,8956,1,Oregon
1626,t,t,6738,2,Oregon
1627,t,t,12005,3,Oregon
1628,t,t,5456,4,Oregon
1629,t,t,5696,5,Oregon
325,f,f,118652,1,Pennsylvania
326,f,f,102639,2,Pennsylvania
327,f,f,127173,3,Pennsylvania
328,f,f,145588,4,Pennsylvania
329,f,f,124355,5,Pennsylvania
330,f,f,157553,6,Pennsylvania
331,f,f,146790,7,Pennsylvania
332,f,f,149243,8,Pennsylvania
333,f,f,124730,9,Pennsylvania
334,f,f,130879,10,Pennsylvania
335,f,f,133432,11,Pennsylvania
336,f,f,134021,12,Pennsylvania
337,f,f,132596,13,Pennsylvania
338,f,f,132541,14,Pennsylvania
339,f,f,143489,15,Pennsylvania
340,f,f,142123,16,Pennsylvania
341,f,f,124150,17,Pennsylvania
342,f,f,147181,18,Pennsylvania
760,f,t,6917,1,Pennsylvania
761,f,t,6589,2,Pennsylvania
762,f,t,8136,3,Pennsylvania
763,f,t,9855,4,Pennsylvania
764,f,t,7301,5,Pennsylvania
765,f,t,13492,6,Pennsylvania
766,f,t,16372,7,Pennsylvania
767,f,t,13922,8,Pennsylvania
768,f,t,6864,9,Pennsylvania
769,f,t,7617,10,Pennsylvania
770,f,t,8617,11,Pennsylvania
771,f,t,10293,12,Pennsylvania
772,f,t,8535,13,Pennsylvania
773,f,t,8294,14,Pennsylvania
774,f,t,8867,15,Pennsylvania
775,f,t,9877,16,Pennsylvania
776,f,t,6915,17,Pennsylvania
777,f,t,12186,18,Pennsylvania
1195,t,f,113414,1,Pennsylvania
1196,t,f,103649,2,Pennsylvania
1197,t,f,88869,3,Pennsylvania
1198,t,f,110638,4,Pennsylvania
1199,t,f,88513,5,Pennsylvania
1200,t,f,112875,6,Pennsylvania
1201,t,f,106024,7,Pennsylvania
1202,t,f,110672,8,Pennsylvania
1203,t,f,89545,9,Pennsylvania
1204,t,f,90514,10,Pennsylvania
1205,t,f,102306,11,Pennsylvania
1206,t,f,99745,12,Pennsylvania
1207,t,f,107576,13,Pennsylvania
1208,t,f,106469,14,Pennsylvania
1209,t,f,106050,15,Pennsylvania
1210,t,f,98686,16,Pennsylvania
1211,t,f,97003,17,Pennsylvania
1212,t,f,103254,18,Pennsylvania
1630,t,t,6709,1,Pennsylvania
1631,t,t,8176,2,Pennsylvania
1632,t,t,5507,3,Pennsylvania
1633,t,t,6891,4,Pennsylvania
1634,t,t,5840,5,Pennsylvania
1635,t,t,7852,6,Pennsylvania
1636,t,t,8959,7,Pennsylvania
1637,t,t,8978,8,Pennsylvania
1638,t,t,4129,9,Pennsylvania
1639,t,t,4729,10,Pennsylvania
1640,t,t,5812,11,Pennsylvania
1641,t,t,6361,12,Pennsylvania
1642,t,t,7594,13,Pennsylvania
1643,t,t,7439,14,Pennsylvania
1644,t,t,5632,15,Pennsylvania
1645,t,t,6436,16,Pennsylvania
1646,t,t,5475,17,Pennsylvania
1647,t,t,6669,18,Pennsylvania
343,f,f,92378,1,RhodeIsland
344,f,f,101690,2,RhodeIsland
778,f,t,7370,1,RhodeIsland
779,f,t,7026,2,RhodeIsland
1213,t,f,73332,1,RhodeIsland
1214,t,f,78375,2,RhodeIsland
1648,t,t,4704,1,RhodeIsland
1649,t,t,6216,2,RhodeIsland
345,f,f,148006,1,SouthCarolina
346,f,f,131838,2,SouthCarolina
347,f,f,114575,3,SouthCarolina
348,f,f,131539,4,SouthCarolina
349,f,f,121898,5,SouthCarolina
350,f,f,96313,6,SouthCarolina
351,f,f,107585,7,SouthCarolina
780,f,t,12138,1,SouthCarolina
781,f,t,12082,2,SouthCarolina
782,f,t,6740,3,SouthCarolina
783,f,t,8511,4,SouthCarolina
784,f,t,5396,5,SouthCarolina
785,f,t,4086,6,SouthCarolina
786,f,t,7793,7,SouthCarolina
1215,t,f,115197,1,SouthCarolina
1216,t,f,104687,2,SouthCarolina
1217,t,f,86371,3,SouthCarolina
1218,t,f,96633,4,SouthCarolina
1219,t,f,98555,5,SouthCarolina
1220,t,f,91621,6,SouthCarolina
1221,t,f,90189,7,SouthCarolina
1650,t,t,10732,1,SouthCarolina
1651,t,t,7596,2,SouthCarolina
1652,t,t,4116,3,SouthCarolina
1653,t,t,5957,4,SouthCarolina
1654,t,t,5460,5,SouthCarolina
1655,t,t,3577,6,SouthCarolina
1656,t,t,5992,7,SouthCarolina
352,f,f,180570,0,SouthDakota
787,f,t,9795,0,SouthDakota
1222,t,f,133876,0,SouthDakota
1657,t,t,6393,0,SouthDakota
353,f,f,118548,1,Tennessee
354,f,f,134655,2,Tennessee
355,f,f,126201,3,Tennessee
356,f,f,145051,4,Tennessee
357,f,f,154701,5,Tennessee
358,f,f,135915,6,Tennessee
359,f,f,130899,7,Tennessee
360,f,f,129571,8,Tennessee
361,f,f,111715,9,Tennessee
788,f,t,8493,1,Tennessee
789,f,t,9432,2,Tennessee
790,f,t,8732,3,Tennessee
791,f,t,9024,4,Tennessee
792,f,t,9627,5,Tennessee
793,f,t,9796,6,Tennessee
794,f,t,9989,7,Tennessee
795,f,t,9696,8,Tennessee
796,f,t,5188,9,Tennessee
1223,t,f,91525,1,Tennessee
1224,t,f,103951,2,Tennessee
1225,t,f,91469,3,Tennessee
1226,t,f,99549,4,Tennessee
1227,t,f,131742,5,Tennessee
1228,t,f,101697,6,Tennessee
1229,t,f,97762,7,Tennessee
1230,t,f,102507,8,Tennessee
1231,t,f,112160,9,Tennessee
1658,t,t,4619,1,Tennessee
1659,t,t,4539,2,Tennessee
1660,t,t,5667,3,Tennessee
1661,t,t,5493,4,Tennessee
1662,t,t,8739,5,Tennessee
1663,t,t,6504,6,Tennessee
1664,t,t,5783,7,Tennessee
1665,t,t,7042,8,Tennessee
1666,t,t,4413,9,Tennessee
362,f,f,120521,1,Texas
363,f,f,179907,2,Texas
364,f,f,193682,3,Texas
365,f,f,133652,4,Texas
366,f,f,135051,5,Texas
367,f,f,147785,6,Texas
368,f,f,183920,7,Texas
369,f,f,154580,8,Texas
370,f,f,153711,9,Texas
371,f,f,178234,10,Texas
372,f,f,153835,11,Texas
373,f,f,160307,12,Texas
374,f,f,138390,13,Texas
375,f,f,141048,14,Texas
376,f,f,117815,15,Texas
377,f,f,122913,16,Texas
378,f,f,139933,17,Texas
379,f,f,143399,18,Texas
380,f,f,134519,19,Texas
381,f,f,141751,20,Texas
382,f,f,160104,21,Texas
383,f,f,187754,22,Texas
384,f,f,133581,23,Texas
385,f,f,193348,24,Texas
386,f,f,146241,25,Texas
387,f,f,184129,26,Texas
388,f,f,142124,27,Texas
389,f,f,118543,28,Texas
390,f,f,159937,29,Texas
391,f,f,135819,30,Texas
392,f,f,161138,31,Texas
393,f,f,169496,32,Texas
394,f,f,153855,33,Texas
395,f,f,108002,34,Texas
396,f,f,165567,35,Texas
397,f,f,146472,36,Texas
797,f,t,8886,1,Texas
798,f,t,13608,2,Texas
799,f,t,20623,3,Texas
800,f,t,11432,4,Texas
801,f,t,7991,5,Texas
802,f,t,10334,6,Texas
803,f,t,17055,7,Texas
804,f,t,14852,8,Texas
805,f,t,7703,9,Texas
806,f,t,16929,10,Texas
807,f,t,10755,11,Texas
808,f,t,13270,12,Texas
809,f,t,8796,13,Texas
810,f,t,12244,14,Texas
811,f,t,7028,15,Texas
812,f,t,7388,16,Texas
813,f,t,9278,17,Texas
814,f,t,7626,18,Texas
815,f,t,7668,19,Texas
816,f,t,9203,20,Texas
817,f,t,14595,21,Texas
818,f,t,17598,22,Texas
819,f,t,8968,23,Texas
820,f,t,16048,24,Texas
821,f,t,13275,25,Texas
822,f,t,18799,26,Texas
823,f,t,8330,27,Texas
824,f,t,7974,28,Texas
825,f,t,4191,29,Texas
826,f,t,6867,30,Texas
827,f,t,12964,31,Texas
828,f,t,13891,32,Texas
829,f,t,5413,33,Texas
830,f,t,6221,34,Texas
831,f,t,9106,35,Texas
832,f,t,9513,36,Texas
1232,t,f,91361,1,Texas
1233,t,f,124526,2,Texas
1234,t,f,137257,3,Texas
1235,t,f,96642,4,Texas
1236,t,f,95692,5,Texas
1237,t,f,129025,6,Texas
1238,t,f,118960,7,Texas
1239,t,f,100794,8,Texas
1240,t,f,120764,9,Texas
1241,t,f,126427,10,Texas
1242,t,f,94532,11,Texas
1243,t,f,120829,12,Texas
1244,t,f,92784,13,Texas
1245,t,f,97025,14,Texas
1246,t,f,86781,15,Texas
1247,t,f,90688,16,Texas
1248,t,f,108944,17,Texas
1249,t,f,111450,18,Texas
1250,t,f,94366,19,Texas
1251,t,f,113493,20,Texas
1252,t,f,124752,21,Texas
1253,t,f,129040,22,Texas
1254,t,f,87054,23,Texas
1255,t,f,138366,24,Texas
1256,t,f,106122,25,Texas
1257,t,f,133547,26,Texas
1258,t,f,101977,27,Texas
1259,t,f,82697,28,Texas
1260,t,f,88963,29,Texas
1261,t,f,117359,30,Texas
1262,t,f,117640,31,Texas
1263,t,f,126425,32,Texas
1264,t,f,86581,33,Texas
1265,t,f,76724,34,Texas
1266,t,f,116330,35,Texas
1267,t,f,92386,36,Texas
1667,t,t,4622,1,Texas
1668,t,t,10487,2,Texas
1669,t,t,11030,3,Texas
1670,t,t,4860,4,Texas
1671,t,t,4924,5,Texas
1672,t,t,8512,6,Texas
1673,t,t,8967,7,Texas
1674,t,t,5796,8,Texas
1675,t,t,6889,9,Texas
1676,t,t,8063,10,Texas
1677,t,t,4365,11,Texas
1678,t,t,8286,12,Texas
1679,t,t,4214,13,Texas
1680,t,t,7188,14,Texas
1681,t,t,5338,15,Texas
1682,t,t,5563,16,Texas
1683,t,t,7613,17,Texas
1684,t,t,5502,18,Texas
1685,t,t,5483,19,Texas
1686,t,t,7464,20,Texas
1687,t,t,9355,21,Texas
1688,t,t,7349,22,Texas
1689,t,t,5971,23,Texas
1690,t,t,11283,24,Texas
1691,t,t,9148,25,Texas
1692,t,t,9934,26,Texas
1693,t,t,5932,27,Texas
1694,t,t,5501,28,Texas
1695,t,t,3482,29,Texas
1696,t,t,6848,30,Texas
1697,t,t,8378,31,Texas
1698,t,t,9491,32,Texas
1699,t,t,3866,33,Texas
1700,t,t,4100,34,Texas
1701,t,t,5016,35,Texas
1702,t,t,5310,36,Texas
398,f,f,145654,1,Utah
399,f,f,142703,2,Utah
400,f,f,135677,3,Utah
401,f,f,160075,4,Utah
833,f,t,10679,1,Utah
834,f,t,10894,2,Utah
835,f,t,11717,3,Utah
836,f,t,14045,4,Utah
1268,t,f,79105,1,Utah
1269,t,f,88532,2,Utah
1270,t,f,69272,3,Utah
1271,t,f,99912,4,Utah
1703,t,t,6190,1,Utah
1704,t,t,6409,2,Utah
1705,t,t,5684,3,Utah
1706,t,t,6965,4,Utah
402,f,f,118995,0,Vermont
837,f,t,9554,0,Vermont
1272,t,f,97234,0,Vermont
1707,t,t,7563,0,Vermont
403,f,f,151100,1,Virginia
404,f,f,136169,2,Virginia
405,f,f,110536,3,Virginia
406,f,f,134479,4,Virginia
407,f,f,127592,5,Virginia
408,f,f,132947,6,Virginia
409,f,f,160066,7,Virginia
410,f,f,186894,8,Virginia
411,f,f,117998,9,Virginia
412,f,f,183913,10,Virginia
413,f,f,173788,11,Virginia
838,f,t,14646,1,Virginia
839,f,t,12071,2,Virginia
840,f,t,5700,3,Virginia
841,f,t,10693,4,Virginia
842,f,t,10442,5,Virginia
843,f,t,8778,6,Virginia
844,f,t,15770,7,Virginia
845,f,t,21334,8,Virginia
846,f,t,7502,9,Virginia
847,f,t,22161,10,Virginia
848,f,t,18403,11,Virginia
1273,t,f,114242,1,Virginia
1274,t,f,112049,2,Virginia
1275,t,f,110299,3,Virginia
1276,t,f,114701,4,Virginia
1277,t,f,105695,5,Virginia
1278,t,f,102407,6,Virginia
1279,t,f,130149,7,Virginia
1280,t,f,155061,8,Virginia
1281,t,f,92231,9,Virginia
1282,t,f,129144,10,Virginia
1283,t,f,130007,11,Virginia
1708,t,t,8990,1,Virginia
1709,t,t,7923,2,Virginia
1710,t,t,5772,3,Virginia
1711,t,t,6663,4,Virginia
1712,t,t,6195,5,Virginia
1713,t,t,6045,6,Virginia
1714,t,t,8903,7,Virginia
1715,t,t,17329,8,Virginia
1716,t,t,5180,9,Virginia
1717,t,t,12243,10,Virginia
1718,t,t,14831,11,Virginia
414,f,f,157249,1,Washington
415,f,f,140861,2,Washington
416,f,f,128497,3,Washington
417,f,f,127608,4,Washington
418,f,f,110243,5,Washington
419,f,f,109095,6,Washington
420,f,f,174507,7,Washington
421,f,f,153021,8,Washington
422,f,f,151939,9,Washington
423,f,f,125743,10,Washington
849,f,t,15073,1,Washington
850,f,t,10358,2,Washington
851,f,t,10171,3,Washington
852,f,t,9097,4,Washington
853,f,t,7285,5,Washington
854,f,t,8669,6,Washington
855,f,t,16836,7,Washington
856,f,t,14812,8,Washington
857,f,t,12773,9,Washington
858,f,t,8366,10,Washington
1284,t,f,94105,1,Washington
1285,t,f,93561,2,Washington
1286,t,f,81384,3,Washington
1287,t,f,82635,4,Washington
1288,t,f,79536,5,Washington
1289,t,f,77238,6,Washington
1290,t,f,127455,7,Washington
1291,t,f,101052,8,Washington
1292,t,f,108310,9,Washington
1293,t,f,93464,10,Washington
1719,t,t,9993,1,Washington
1720,t,t,5524,2,Washington
1721,t,t,5798,3,Washington
1722,t,t,5215,4,Washington
1723,t,t,5580,5,Washington
1724,t,t,7223,6,Washington
1725,t,t,16554,7,Washington
1726,t,t,6759,8,Washington
1727,t,t,9564,9,Washington
1728,t,t,8818,10,Washington
424,f,f,105649,1,WestVirginia
425,f,f,112060,2,WestVirginia
426,f,f,78814,3,WestVirginia
859,f,t,6449,1,WestVirginia
860,f,t,7573,2,WestVirginia
861,f,t,3696,3,WestVirginia
1294,t,f,76952,1,WestVirginia
1295,t,f,84199,2,WestVirginia
1296,t,f,61817,3,WestVirginia
1729,t,t,3775,1,WestVirginia
